"file" "main" "res" "task" "f" "corpus"
"aclew_starter_WAR_9755_03_01_30816" "79.28" "pipeline/v1/lda120_plda_voxceleb_babytrain/jsalt19_spkdiar_babytrain_eval/plda_scores_tbest/clean.pyannote-der" "diar" "babytrain_test.txt" "babytrain"
"aclew_starter_WAR_9755_03_01_30816" "57.38" "pipeline/v1/lda120_plda_voxceleb_babytrain/jsalt19_spkdiar_babytrain_eval/plda_scores_tbest/clean.pyannote-det" "det" "babytrain_test.txt" "babytrain"
"aclew_starter_WAR_9755_03_01_30816" "0" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_babytrain_eval_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "babytrain_test.txt" "babytrain"
"aclew_starter_WAR_9755_03_01_30816" "0" "pipeline/v1/lda120_plda_voxceleb_babytrain/jsalt19_spkdiar_babytrain_eval_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "babytrain_test.txt" "babytrain"
"EN2002a.Mix-Headset" "24.68" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002a.Mix-Headset" "54" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002a.Mix-Headset" "49.28" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002a.Mix-Headset" "63.52" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002a.Mix-Headset" "37.84" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002a.Mix-Headset" "24.68" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002a.Mix-Headset" "0.05" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002a.Mix-Headset" "0.05" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002b.Mix-Headset" "0.05" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002b.Mix-Headset" "55.46" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002b.Mix-Headset" "40.75" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002b.Mix-Headset" "24.52" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002b.Mix-Headset" "24.52" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002b.Mix-Headset" "43.12" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002b.Mix-Headset" "61.06" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002b.Mix-Headset" "0.05" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002c.Mix-Headset" "32.68" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002c.Mix-Headset" "0.03" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002c.Mix-Headset" "24.87" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002c.Mix-Headset" "52.43" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002c.Mix-Headset" "33.64" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002c.Mix-Headset" "49.08" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002c.Mix-Headset" "24.87" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002c.Mix-Headset" "0.03" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002d.Mix-Headset" "60.29" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002d.Mix-Headset" "45.02" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002d.Mix-Headset" "0.04" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002d.Mix-Headset" "25.86" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002d.Mix-Headset" "64.03" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"EN2002d.Mix-Headset" "0.04" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002d.Mix-Headset" "25.86" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"EN2002d.Mix-Headset" "42.96" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004a.Mix-Headset" "0.05" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004a.Mix-Headset" "0.05" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004a.Mix-Headset" "53.73" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004a.Mix-Headset" "26.13" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004a.Mix-Headset" "40.43" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004a.Mix-Headset" "59.72" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004a.Mix-Headset" "30.09" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004a.Mix-Headset" "30.09" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004b.Mix-Headset" "0.03" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004b.Mix-Headset" "56.35" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004b.Mix-Headset" "25.95" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004b.Mix-Headset" "0.03" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004b.Mix-Headset" "30.55" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004b.Mix-Headset" "25.95" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004b.Mix-Headset" "56.45" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004b.Mix-Headset" "39.22" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004c.Mix-Headset" "0.04" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004c.Mix-Headset" "52.01" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004c.Mix-Headset" "44.75" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004c.Mix-Headset" "33.12" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004c.Mix-Headset" "25.77" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004c.Mix-Headset" "32.82" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004c.Mix-Headset" "0.04" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004c.Mix-Headset" "25.77" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004d.Mix-Headset" "50.83" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004d.Mix-Headset" "0.06" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004d.Mix-Headset" "33.1" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004d.Mix-Headset" "0.06" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004d.Mix-Headset" "32.91" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004d.Mix-Headset" "58.92" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2004d.Mix-Headset" "28.03" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2004d.Mix-Headset" "28.03" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014a.Mix-Headset" "31.32" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014a.Mix-Headset" "33.76" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014a.Mix-Headset" "0.04" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014a.Mix-Headset" "52.85" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014a.Mix-Headset" "56.57" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014a.Mix-Headset" "34.84" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014a.Mix-Headset" "0.04" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014a.Mix-Headset" "31.32" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014b.Mix-Headset" "40.29" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014b.Mix-Headset" "26.33" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014b.Mix-Headset" "21.39" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014b.Mix-Headset" "0.05" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014b.Mix-Headset" "45.7" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014b.Mix-Headset" "22.68" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014b.Mix-Headset" "0.05" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014b.Mix-Headset" "26.33" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014c.Mix-Headset" "44.31" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014c.Mix-Headset" "0.04" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014c.Mix-Headset" "27.6" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014c.Mix-Headset" "20.89" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014c.Mix-Headset" "30.59" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014c.Mix-Headset" "50.16" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014c.Mix-Headset" "0.04" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014c.Mix-Headset" "27.6" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014d.Mix-Headset" "27.74" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014d.Mix-Headset" "0.06" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014d.Mix-Headset" "43.18" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014d.Mix-Headset" "24.08" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014d.Mix-Headset" "24.08" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"ES2014d.Mix-Headset" "21.38" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014d.Mix-Headset" "42.7" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"ES2014d.Mix-Headset" "0.06" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"IS1009a.Mix-Headset" "0.06" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"IS1009a.Mix-Headset" "28.19" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"IS1009a.Mix-Headset" "27.9" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"IS1009a.Mix-Headset" "67.5" "pipeline/v1/lda120_plda_voxceleb/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-der" "diar" "ami_test.txt" "ami"
"IS1009a.Mix-Headset" "0.06" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset_gtvad/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
"IS1009a.Mix-Headset" "33.44" "pipeline/v1/lda120_plda_voxceleb_ami/jsalt19_spkdiar_ami_eval_Mix-Headset/plda_scores_tbest/clean.pyannote-det" "det" "ami_test.txt" "ami"
